timestamp,product_id,demand,supply,location
2023-01-25 22:00:00,9,23,25,Warehouse
2023-01-25 23:00:00,1,17,22,Factory
2023-01-26 00:00:00,67,21,17,Store
2023-01-26 01:00:00,33,21,17,Store
2023-01-26 02:00:00,36,21,23,Store
2023-01-26 03:00:00,64,16,20,Store
2023-01-26 04:00:00,46,26,21,Factory
2023-01-26 05:00:00,24,23,30,Warehouse
2023-01-26 06:00:00,38,20,25,Factory
2023-01-26 07:00:00,53,22,26,Warehouse
2023-01-26 08:00:00,42,19,14,Factory
2023-01-26 09:00:00,51,21,26,Factory
2023-01-26 10:00:00,3,20,15,Factory
2023-01-26 11:00:00,9,16,20,Warehouse
2023-01-26 12:00:00,41,15,18,Factory
2023-01-26 13:00:00,57,21,22,Store
2023-01-26 14:00:00,3,17,30,Factory
2023-01-26 15:00:00,62,17,31,Warehouse
2023-01-26 16:00:00,36,11,14,Warehouse
2023-01-26 17:00:00,51,11,19,Factory
2023-01-26 18:00:00,48,14,19,Store
2023-01-26 19:00:00,35,23,20,Factory
2023-01-26 20:00:00,64,20,21,Store
2023-01-26 21:00:00,38,18,27,Store
2023-01-26 22:00:00,6,17,24,Factory
2023-01-26 23:00:00,90,22,21,Store
2023-01-27 00:00:00,49,26,15,Store
2023-01-27 01:00:00,47,27,24,Factory
2023-01-27 02:00:00,91,23,19,Warehouse
2023-01-27 03:00:00,37,16,16,Factory
2023-01-27 04:00:00,6,15,23,Store
2023-01-27 05:00:00,83,21,16,Warehouse
2023-01-27 06:00:00,92,16,31,Store
2023-01-27 07:00:00,3,18,24,Store
2023-01-27 08:00:00,22,19,29,Store
2023-01-27 09:00:00,47,15,19,Store
2023-01-27 10:00:00,70,22,16,Store
2023-01-27 11:00:00,66,25,29,Store
2023-01-27 12:00:00,19,20,23,Factory
2023-01-27 13:00:00,84,14,24,Factory
2023-01-27 14:00:00,90,17,21,Warehouse
2023-01-27 15:00:00,30,25,22,Warehouse
2023-01-27 16:00:00,11,17,20,Store
2023-01-27 17:00:00,60,20,18,Store
2023-01-27 18:00:00,24,20,19,Store
2023-01-27 19:00:00,11,22,30,Warehouse
2023-01-27 20:00:00,12,27,20,Factory
2023-01-27 21:00:00,36,25,18,Warehouse
2023-01-27 22:00:00,22,20,20,Store
2023-01-27 23:00:00,37,19,22,Store
2023-01-28 00:00:00,53,19,21,Factory
2023-01-28 01:00:00,25,19,17,Factory
2023-01-28 02:00:00,42,15,21,Warehouse
2023-01-28 03:00:00,75,17,25,Store
2023-01-28 04:00:00,26,20,22,Warehouse
2023-01-28 05:00:00,17,15,18,Warehouse
2023-01-28 06:00:00,76,22,13,Factory
2023-01-28 07:00:00,56,17,20,Store
2023-01-28 08:00:00,67,24,24,Factory
2023-01-28 09:00:00,65,17,19,Warehouse
2023-01-28 10:00:00,2,23,27,Warehouse
2023-01-28 11:00:00,21,23,28,Warehouse
2023-01-28 12:00:00,77,18,18,Store
2023-01-28 13:00:00,36,22,22,Warehouse
2023-01-28 14:00:00,78,25,26,Factory
2023-01-28 15:00:00,61,31,18,Store
2023-01-28 16:00:00,92,20,24,Factory
2023-01-28 17:00:00,70,22,21,Warehouse
2023-01-28 18:00:00,96,24,27,Factory
2023-01-28 19:00:00,14,18,19,Factory
2023-01-28 20:00:00,69,21,27,Warehouse
2023-01-28 21:00:00,92,22,18,Store
2023-01-28 22:00:00,7,14,17,Factory
2023-01-28 23:00:00,12,30,28,Warehouse
2023-01-29 00:00:00,73,25,21,Store
2023-01-29 01:00:00,31,21,20,Warehouse
2023-01-29 02:00:00,12,29,27,Store
2023-01-29 03:00:00,31,13,21,Warehouse
2023-01-29 04:00:00,79,26,22,Factory
2023-01-29 05:00:00,26,18,21,Store
2023-01-29 06:00:00,96,19,19,Store
2023-01-29 07:00:00,6,26,37,Factory
2023-01-29 08:00:00,48,21,16,Store
2023-01-29 09:00:00,71,25,29,Factory
2023-01-29 10:00:00,97,19,22,Warehouse
2023-01-29 11:00:00,28,19,20,Factory
2023-01-29 12:00:00,98,25,19,Store
2023-01-29 13:00:00,70,21,18,Factory
2023-01-29 14:00:00,61,23,24,Warehouse
2023-01-29 15:00:00,64,22,23,Store
2023-01-29 16:00:00,2,17,22,Warehouse
2023-01-29 17:00:00,84,19,20,Store
2023-01-29 18:00:00,89,28,19,Factory
2023-01-29 19:00:00,25,16,24,Factory
2023-01-29 20:00:00,14,16,17,Factory
2023-01-29 21:00:00,25,16,27,Warehouse
2023-01-29 22:00:00,24,17,27,Warehouse
2023-01-29 23:00:00,78,17,21,Warehouse
2023-01-30 00:00:00,62,26,23,Factory
2023-01-30 01:00:00,16,31,19,Warehouse
2023-01-30 02:00:00,63,17,32,Store
2023-01-30 03:00:00,76,23,29,Store
2023-01-30 04:00:00,57,22,25,Factory
2023-01-30 05:00:00,32,24,22,Factory
2023-01-30 06:00:00,23,17,22,Factory
2023-01-30 07:00:00,11,33,16,Store
2023-01-30 08:00:00,68,13,28,Factory
2023-01-30 09:00:00,68,23,16,Factory
2023-01-30 10:00:00,42,24,21,Warehouse
2023-01-30 11:00:00,46,25,22,Factory
2023-01-30 12:00:00,88,30,20,Store
2023-01-30 13:00:00,98,18,22,Factory
2023-01-30 14:00:00,34,12,16,Factory
2023-01-30 15:00:00,39,18,23,Factory
2023-01-30 16:00:00,84,28,29,Warehouse
2023-01-30 17:00:00,88,26,20,Store
2023-01-30 18:00:00,86,21,24,Warehouse
2023-01-30 19:00:00,9,17,23,Warehouse
2023-01-30 20:00:00,49,25,18,Warehouse
2023-01-30 21:00:00,45,23,19,Warehouse
2023-01-30 22:00:00,36,18,20,Store
2023-01-30 23:00:00,38,13,26,Store
2023-01-31 00:00:00,1,15,23,Store
2023-01-31 01:00:00,76,15,32,Warehouse
2023-01-31 02:00:00,3,19,22,Warehouse
2023-01-31 03:00:00,7,24,20,Warehouse
2023-01-31 04:00:00,1,23,26,Factory
2023-01-31 05:00:00,92,23,24,Factory
2023-01-31 06:00:00,51,15,21,Store
2023-01-31 07:00:00,42,17,22,Factory
2023-01-31 08:00:00,34,19,26,Warehouse
2023-01-31 09:00:00,16,21,23,Store
2023-01-31 10:00:00,8,18,23,Factory
2023-01-31 11:00:00,23,17,23,Warehouse
2023-01-31 12:00:00,56,26,19,Store
2023-01-31 13:00:00,83,15,28,Store
2023-01-31 14:00:00,84,18,23,Factory
2023-01-31 15:00:00,30,22,23,Warehouse
2023-01-31 16:00:00,22,17,21,Warehouse
2023-01-31 17:00:00,32,15,19,Warehouse
2023-01-31 18:00:00,96,23,18,Warehouse
2023-01-31 19:00:00,68,18,23,Warehouse
2023-01-31 20:00:00,23,15,26,Factory
2023-01-31 21:00:00,95,26,26,Warehouse
2023-01-31 22:00:00,33,19,15,Factory
2023-01-31 23:00:00,74,17,24,Factory
2023-02-01 00:00:00,35,16,30,Warehouse
2023-02-01 01:00:00,12,22,23,Warehouse
2023-02-01 02:00:00,78,22,21,Store
2023-02-01 03:00:00,97,17,32,Factory
2023-02-01 04:00:00,86,19,18,Factory
2023-02-01 05:00:00,70,25,25,Warehouse
2023-02-01 06:00:00,79,24,34,Store
2023-02-01 07:00:00,67,16,17,Warehouse
2023-02-01 08:00:00,58,18,18,Store
2023-02-01 09:00:00,35,25,21,Store
2023-02-01 10:00:00,46,23,26,Warehouse
2023-02-01 11:00:00,77,26,19,Factory
2023-02-01 12:00:00,2,25,24,Factory
2023-02-01 13:00:00,48,22,27,Warehouse
2023-02-01 14:00:00,65,22,25,Factory
2023-02-01 15:00:00,26,22,35,Store
2023-02-01 16:00:00,16,22,14,Factory
2023-02-01 17:00:00,59,22,16,Warehouse
2023-02-01 18:00:00,81,15,21,Warehouse
2023-02-01 19:00:00,90,18,21,Warehouse
2023-02-01 20:00:00,96,22,15,Factory
2023-02-01 21:00:00,48,21,22,Factory
2023-02-01 22:00:00,97,17,21,Factory
2023-02-01 23:00:00,45,23,18,Factory
2023-02-02 00:00:00,89,23,24,Warehouse
2023-02-02 01:00:00,73,22,17,Factory
2023-02-02 02:00:00,11,21,22,Warehouse
2023-02-02 03:00:00,6,9,23,Factory
2023-02-02 04:00:00,37,21,25,Warehouse
2023-02-02 05:00:00,12,16,20,Store
2023-02-02 06:00:00,76,23,29,Factory
2023-02-02 07:00:00,97,16,9,Warehouse
2023-02-02 08:00:00,57,20,24,Store
2023-02-02 09:00:00,53,24,19,Factory
2023-02-02 10:00:00,31,22,30,Factory
2023-02-02 11:00:00,42,22,20,Store
2023-02-02 12:00:00,16,20,16,Warehouse
2023-02-02 13:00:00,62,18,17,Warehouse
2023-02-02 14:00:00,45,25,22,Warehouse
2023-02-02 15:00:00,23,22,17,Warehouse
2023-02-02 16:00:00,11,25,21,Factory
2023-02-02 17:00:00,91,12,22,Warehouse
2023-02-02 18:00:00,2,38,15,Factory
2023-02-02 19:00:00,31,24,17,Warehouse
2023-02-02 20:00:00,34,21,21,Warehouse
2023-02-02 21:00:00,55,16,15,Store
2023-02-02 22:00:00,51,18,17,Store
2023-02-02 23:00:00,16,20,19,Factory
2023-02-03 00:00:00,5,22,31,Warehouse
2023-02-03 01:00:00,75,14,38,Factory
2023-02-03 02:00:00,67,17,31,Store
2023-02-03 03:00:00,79,20,20,Store
2023-02-03 04:00:00,21,27,32,Store
2023-02-03 05:00:00,82,20,22,Store
2023-02-03 06:00:00,79,15,24,Store
2023-02-03 07:00:00,68,14,26,Store
2023-02-03 08:00:00,18,15,20,Factory
2023-02-03 09:00:00,95,15,20,Store
2023-02-03 10:00:00,64,20,27,Warehouse
2023-02-03 11:00:00,3,20,19,Store
2023-02-03 12:00:00,41,19,21,Factory
2023-02-03 13:00:00,54,13,22,Store
2023-02-03 14:00:00,59,15,19,Factory
2023-02-03 15:00:00,18,19,27,Warehouse
2023-02-03 16:00:00,16,25,21,Factory
2023-02-03 17:00:00,71,30,18,Store
2023-02-03 18:00:00,6,20,22,Warehouse
2023-02-03 19:00:00,69,20,17,Factory
2023-02-03 20:00:00,74,24,19,Store
2023-02-03 21:00:00,67,21,26,Store
2023-02-03 22:00:00,16,20,21,Factory
2023-02-03 23:00:00,7,33,17,Factory
2023-02-04 00:00:00,41,22,19,Store
2023-02-04 01:00:00,33,16,30,Store
2023-02-04 02:00:00,1,18,23,Factory
2023-02-04 03:00:00,4,19,34,Factory
2023-02-04 04:00:00,3,18,26,Store
2023-02-04 05:00:00,50,17,19,Store
2023-02-04 06:00:00,68,16,32,Store
2023-02-04 07:00:00,66,28,21,Factory
2023-02-04 08:00:00,67,25,23,Warehouse
2023-02-04 09:00:00,16,25,21,Warehouse
2023-02-04 10:00:00,29,20,26,Warehouse
2023-02-04 11:00:00,54,28,13,Warehouse
2023-02-04 12:00:00,38,13,18,Factory
2023-02-04 13:00:00,37,20,18,Warehouse
2023-02-04 14:00:00,14,18,20,Warehouse
2023-02-04 15:00:00,49,24,30,Factory
2023-02-04 16:00:00,70,18,27,Store
2023-02-04 17:00:00,83,22,28,Factory
2023-02-04 18:00:00,50,21,23,Warehouse
2023-02-04 19:00:00,24,15,15,Store
2023-02-04 20:00:00,29,19,23,Store
2023-02-04 21:00:00,62,21,19,Store
2023-02-04 22:00:00,78,15,28,Factory
2023-02-04 23:00:00,35,14,24,Factory
2023-02-05 00:00:00,86,15,21,Warehouse
2023-02-05 01:00:00,2,21,15,Store
2023-02-05 02:00:00,27,26,18,Factory
2023-02-05 03:00:00,52,24,19,Store
2023-02-05 04:00:00,67,23,25,Factory
2023-02-05 05:00:00,55,22,26,Warehouse
2023-02-05 06:00:00,30,21,23,Store
2023-02-05 07:00:00,54,18,19,Warehouse
2023-02-05 08:00:00,3,26,25,Warehouse
2023-02-05 09:00:00,80,26,26,Factory
2023-02-05 10:00:00,41,27,23,Warehouse
2023-02-05 11:00:00,90,20,21,Warehouse
2023-02-05 12:00:00,19,12,18,Store
2023-02-05 13:00:00,77,18,20,Store
2023-02-05 14:00:00,1,16,16,Factory
2023-02-05 15:00:00,46,30,19,Warehouse
2023-02-05 16:00:00,69,19,26,Factory
2023-02-05 17:00:00,68,24,25,Factory
2023-02-05 18:00:00,37,20,20,Store
2023-02-05 19:00:00,37,16,20,Factory
2023-02-05 20:00:00,2,21,23,Store
2023-02-05 21:00:00,57,19,24,Factory
2023-02-05 22:00:00,65,19,21,Warehouse
2023-02-05 23:00:00,55,18,25,Warehouse
2023-02-06 00:00:00,99,25,25,Store
2023-02-06 01:00:00,2,18,19,Warehouse
2023-02-06 02:00:00,79,19,19,Warehouse
2023-02-06 03:00:00,27,22,17,Store
2023-02-06 04:00:00,75,27,23,Store
2023-02-06 05:00:00,99,23,23,Store
2023-02-06 06:00:00,69,18,22,Warehouse
2023-02-06 07:00:00,96,23,26,Factory
2023-02-06 08:00:00,4,16,17,Store
2023-02-06 09:00:00,35,22,16,Store
2023-02-06 10:00:00,28,17,18,Store
2023-02-06 11:00:00,21,26,22,Store
2023-02-06 12:00:00,51,18,22,Factory
2023-02-06 13:00:00,92,29,15,Factory
2023-02-06 14:00:00,33,20,24,Store
2023-02-06 15:00:00,69,21,20,Warehouse
2023-02-06 16:00:00,89,15,30,Factory
2023-02-06 17:00:00,75,24,26,Store
2023-02-06 18:00:00,40,27,22,Warehouse
2023-02-06 19:00:00,49,24,21,Factory
2023-02-06 20:00:00,99,28,14,Factory
2023-02-06 21:00:00,14,23,16,Warehouse
2023-02-06 22:00:00,49,13,24,Factory
2023-02-06 23:00:00,93,18,29,Warehouse
2023-02-07 00:00:00,87,28,25,Warehouse
2023-02-07 01:00:00,52,17,22,Factory
2023-02-07 02:00:00,67,19,18,Factory
2023-02-07 03:00:00,26,11,31,Factory
2023-02-07 04:00:00,14,28,25,Store
2023-02-07 05:00:00,63,20,25,Warehouse
2023-02-07 06:00:00,54,31,24,Factory
2023-02-07 07:00:00,43,20,31,Warehouse
2023-02-07 08:00:00,13,21,20,Factory
2023-02-07 09:00:00,52,19,26,Factory
2023-02-07 10:00:00,8,23,13,Store
2023-02-07 11:00:00,15,24,23,Warehouse
2023-02-07 12:00:00,27,21,18,Warehouse
2023-02-07 13:00:00,97,33,29,Store
2023-02-07 14:00:00,59,20,18,Factory
2023-02-07 15:00:00,27,24,20,Store
2023-02-07 16:00:00,93,19,20,Store
2023-02-07 17:00:00,89,19,23,Store
2023-02-07 18:00:00,37,17,17,Factory
2023-02-07 19:00:00,97,21,16,Store
2023-02-07 20:00:00,2,25,25,Warehouse
2023-02-07 21:00:00,88,23,18,Warehouse
2023-02-07 22:00:00,17,17,20,Warehouse
2023-02-07 23:00:00,22,24,23,Factory
2023-02-08 00:00:00,3,15,22,Store
2023-02-08 01:00:00,75,20,24,Store
2023-02-08 02:00:00,15,19,19,Warehouse
2023-02-08 03:00:00,98,26,20,Factory
2023-02-08 04:00:00,36,16,25,Factory
2023-02-08 05:00:00,58,20,30,Factory
2023-02-08 06:00:00,67,16,28,Warehouse
2023-02-08 07:00:00,52,19,17,Store
2023-02-08 08:00:00,78,17,22,Factory
2023-02-08 09:00:00,91,22,22,Store
2023-02-08 10:00:00,17,21,24,Store
2023-02-08 11:00:00,47,18,16,Factory
2023-02-08 12:00:00,53,22,23,Factory
2023-02-08 13:00:00,16,16,25,Warehouse
2023-02-08 14:00:00,31,26,24,Factory
2023-02-08 15:00:00,62,17,19,Store
2023-02-08 16:00:00,28,15,27,Store
2023-02-08 17:00:00,42,28,20,Warehouse
2023-02-08 18:00:00,9,13,14,Warehouse
2023-02-08 19:00:00,30,18,19,Factory
2023-02-08 20:00:00,24,19,17,Store
2023-02-08 21:00:00,4,15,23,Factory
2023-02-08 22:00:00,2,17,22,Factory
2023-02-08 23:00:00,5,25,13,Warehouse
2023-02-09 00:00:00,68,22,17,Store
2023-02-09 01:00:00,38,22,22,Factory
2023-02-09 02:00:00,88,15,23,Store
2023-02-09 03:00:00,49,22,25,Store
2023-02-09 04:00:00,95,22,23,Store
2023-02-09 05:00:00,49,19,24,Factory
2023-02-09 06:00:00,7,23,33,Factory
2023-02-09 07:00:00,72,24,17,Store
2023-02-09 08:00:00,57,21,17,Factory
2023-02-09 09:00:00,63,24,23,Store
2023-02-09 10:00:00,45,23,26,Store
2023-02-09 11:00:00,71,20,18,Warehouse
2023-02-09 12:00:00,48,24,23,Warehouse
2023-02-09 13:00:00,13,19,21,Warehouse
2023-02-09 14:00:00,30,24,19,Store
2023-02-09 15:00:00,97,21,16,Warehouse
2023-02-09 16:00:00,92,23,25,Factory
2023-02-09 17:00:00,70,15,19,Warehouse
2023-02-09 18:00:00,39,16,22,Factory
2023-02-09 19:00:00,2,24,18,Store
2023-02-09 20:00:00,96,20,18,Factory
2023-02-09 21:00:00,10,15,29,Store
2023-02-09 22:00:00,11,20,19,Warehouse
2023-02-09 23:00:00,7,28,31,Store
2023-02-10 00:00:00,22,21,27,Store
2023-02-10 01:00:00,60,21,20,Store
2023-02-10 02:00:00,99,17,32,Factory
2023-02-10 03:00:00,80,20,24,Factory
2023-02-10 04:00:00,65,20,21,Store
2023-02-10 05:00:00,4,24,24,Factory
2023-02-10 06:00:00,21,15,28,Factory
2023-02-10 07:00:00,33,19,20,Factory
2023-02-10 08:00:00,83,25,22,Warehouse
2023-02-10 09:00:00,16,20,19,Warehouse
2023-02-10 10:00:00,69,23,35,Warehouse
2023-02-10 11:00:00,45,17,16,Warehouse
2023-02-10 12:00:00,98,21,29,Factory
2023-02-10 13:00:00,93,17,19,Store
2023-02-10 14:00:00,13,22,24,Store
2023-02-10 15:00:00,45,26,29,Store
2023-02-10 16:00:00,42,14,21,Warehouse
2023-02-10 17:00:00,52,15,19,Factory
2023-02-10 18:00:00,27,24,22,Warehouse
2023-02-10 19:00:00,47,27,19,Warehouse
2023-02-10 20:00:00,14,22,20,Factory
2023-02-10 21:00:00,46,16,18,Store
2023-02-10 22:00:00,38,17,23,Store
2023-02-10 23:00:00,21,28,32,Store
2023-02-11 00:00:00,22,17,24,Factory
2023-02-11 01:00:00,75,21,28,Factory
2023-02-11 02:00:00,56,16,20,Store
2023-02-11 03:00:00,32,22,20,Factory
2023-02-11 04:00:00,3,24,20,Factory
2023-02-11 05:00:00,48,17,22,Warehouse
2023-02-11 06:00:00,49,15,32,Store
2023-02-11 07:00:00,66,21,19,Warehouse
2023-02-11 08:00:00,39,20,22,Warehouse
2023-02-11 09:00:00,28,24,23,Factory
2023-02-11 10:00:00,87,16,17,Factory
2023-02-11 11:00:00,34,29,23,Factory
2023-02-11 12:00:00,21,14,26,Warehouse
2023-02-11 13:00:00,55,19,23,Factory
2023-02-11 14:00:00,14,26,22,Store
2023-02-11 15:00:00,38,23,24,Warehouse
